206.0,42.0,77.0,164.0
206.0,41.0,79.0,165.0
206.0,41.0,81.0,165.0
206.0,40.0,83.0,166.0
205.0,39.0,86.0,166.0
205.0,39.0,88.0,166.0
205.0,38.0,89.0,167.0
205.0,38.0,91.0,167.0
204.0,37.0,94.0,167.0
204.0,36.0,96.0,168.0
204.0,36.0,98.0,168.0
204.0,35.0,100.0,169.0
204.0,35.0,102.0,169.0
206.0,35.0,95.0,169.0
208.0,35.0,88.0,169.0
211.0,36.0,81.0,169.0
214.0,37.0,75.0,169.0
217.0,38.0,70.0,169.0
220.0,39.0,65.0,169.0
222.0,43.0,65.0,166.0
225.0,47.0,65.0,163.0
228.0,52.0,65.0,159.0
228.0,52.0,60.0,159.0
228.0,52.0,56.0,159.0
228.0,52.0,52.0,159.0
226.0,52.0,54.0,159.0
224.0,52.0,56.0,159.0
223.0,52.0,57.0,159.0
222.0,51.0,57.0,159.0
221.0,51.0,57.0,159.0
220.0,50.0,57.0,159.0
219.0,50.0,57.0,159.0
218.0,50.0,57.0,159.0
218.0,50.0,57.0,159.0
219.0,51.0,57.0,158.0
219.0,51.0,57.0,159.0
220.0,52.0,57.0,158.0
220.0,52.0,57.0,159.0
221.0,53.0,57.0,158.0
221.0,54.0,57.0,157.0
222.0,54.0,57.0,158.0
222.0,55.0,57.0,157.0
223.0,55.0,57.0,158.0
223.0,56.0,57.0,157.0
224.0,57.0,57.0,157.0
222.0,57.0,57.0,157.0
221.0,57.0,57.0,157.0
220.0,58.0,57.0,157.0
219.0,58.0,57.0,157.0
217.0,59.0,57.0,157.0
216.0,59.0,57.0,157.0
215.0,60.0,57.0,157.0
214.0,60.0,57.0,157.0
213.0,61.0,57.0,157.0
